filename,server,serverIP,doclength,concurrency,time,compreq,failreq,tottran,htmltran,reqpersec,timeperreqall,timeperreq,transrate,type
cs736_micro_iperf.pem,cs736
getData.sh,getData.sh
small2_apache2_c_900,nginx/1.4.6,52.38.107.208,612,900,5.523,10000,813,8138134,5785857,1810.65,497.059,0.552,1438.99,small2
small2_apache2_c_910,nginx/1.4.6,52.38.107.208,612,910,5.233,10000,391,8341538,5959299,1910.81,476.239,0.523,1556.55,small2
small2_apache2_c_920,nginx/1.4.6,52.38.107.208,612,920,5.475,10000,560,8260080,5889840,1826.47,503.703,0.548,1473.32,small2
small2_apache2_c_930,nginx/1.4.6,52.38.107.208,612,930,5.602,10000,629,8226822,5861481,1785.22,520.945,0.560,1434.24,small2
small2_apache2_c_940,nginx/1.4.6,52.38.107.208,612,940,6.493,10000,1082,8008476,5675298,1540.17,610.321,0.649,1204.54,small2
small2_apache2_c_950,nginx/1.4.6,52.38.107.208,612,950,6.166,10000,2054,7539972,5275806,1621.67,585.817,0.617,1194.07,small2
small2_apache2_c_960,nginx/1.4.6,52.38.107.208,612,960,5.376,10000,340,8366120,5980260,1859.97,516.137,0.538,1519.60,small2
small2_apache2_c_970,nginx/1.4.6,52.38.107.208,612,970,10.907,10000,1171,7965578,5638719,916.88,1057.931,1.091,713.23,small2
small2_apache2_c_980,nginx/1.4.6,52.38.107.208,612,980,10.430,10000,186,8440348,6043554,958.79,1022.126,1.043,790.28,small2
small2_apache2_c_990,nginx/1.4.6,52.38.107.208,612,990,5.734,10000,800,8144400,5791200,1743.88,567.701,0.573,1386.99,small2
small2_lighttpd_c_10,small2
small2_lighttpd_c_100,small2
small2_lighttpd_c_1000,small2
small2_lighttpd_c_110,small2
small2_lighttpd_c_120,small2
small2_lighttpd_c_130,small2
small2_lighttpd_c_140,small2
small2_lighttpd_c_150,small2
small2_lighttpd_c_160,small2
small2_lighttpd_c_170,small2
small2_lighttpd_c_180,small2
small2_lighttpd_c_190,small2
small2_lighttpd_c_20,small2
small2_lighttpd_c_200,small2
small2_lighttpd_c_210,small2
small2_lighttpd_c_220,small2
small2_lighttpd_c_230,small2
small2_lighttpd_c_240,small2
small2_lighttpd_c_250,small2
small2_lighttpd_c_260,small2
small2_lighttpd_c_270,small2
small2_lighttpd_c_280,small2
small2_lighttpd_c_290,small2
small2_lighttpd_c_30,small2
small2_lighttpd_c_300,small2
small2_lighttpd_c_310,small2
small2_lighttpd_c_320,small2
small2_lighttpd_c_330,small2
small2_lighttpd_c_340,small2
small2_lighttpd_c_350,small2
small2_lighttpd_c_360,small2
